,epoch,loss,avg_loss,reward,avg_reward
148,148.0,641.1631469726562,650.1640050352628,113.0,118.58009808146623
149,149.0,609.067626953125,648.5201499119773,113.0,118.35689415820758
150,150.0,401.8392028808594,638.6529120307326,62.0,116.10261839187928
151,151.0,548.047119140625,635.0286803151283,113.0,115.9785136562041
152,152.0,689.957763671875,637.2258436493983,112.0,115.81937310995593
153,153.0,786.5261840820312,643.1978572667036,182.0,118.46659818555769
154,154.0,1190.9051513671875,665.1061490307229,291.0,125.36793425813538
155,155.0,1072.619873046875,681.406697991369,291.0,131.99321688780998
156,156.0,1173.3065185546875,701.0826908139018,291.0,138.35348821229758
157,157.0,1194.8260498046875,720.8324251735331,291.0,144.45934868380567
158,158.0,1519.41943359375,752.7759055103418,399.0,154.64097473645344
159,159.0,1481.403076171875,781.9209923368031,399.0,164.4153357469953
160,160.0,1545.461181640625,812.4625999089559,399.0,173.7987223171155
161,161.0,518.8330688476562,800.7174186665038,95.0,170.6467734244309
162,162.0,534.7025756835938,790.0768249471873,95.0,167.62090248745366
163,163.0,522.361328125,779.3682050742999,95.0,164.71606638795552
164,164.0,1491.17236328125,807.840371402578,399.0,174.08742373243732
165,165.0,525.32958984375,796.5399401402248,95.0,170.92392678313982
166,166.0,362.6671447753906,779.1850283256313,29.0,165.24696971181422
167,167.0,1549.364501953125,809.992207270731,425.0,175.63709092334165
168,168.0,221.15267944335938,786.438626157636,7.0,168.89160728640798
169,169.0,695.1859741210938,782.7885200761743,140.0,167.73594299495164
170,170.0,1329.99853515625,804.6769206793773,359.0,175.38650527515358
171,171.0,738.2357177734375,802.0192725631397,140.0,173.97104506414743
172,172.0,726.7132568359375,799.0070319340516,140.0,172.61220326158153
173,173.0,669.5424194335938,793.8284474340333,140.0,171.30771513111824
174,174.0,721.8732299804688,790.9502387358906,140.0,170.0554065258735
175,175.0,647.1627807617188,785.1987404169237,140.0,168.85319026483856
176,176.0,717.4972534179688,782.4906809369654,146.0,167.93906265424502
177,177.0,506.4176940917969,771.4477614631587,96.0,165.06150014807523
178,178.0,462.1759033203125,759.0768871374448,73.0,161.3790401421522
179,179.0,748.3712158203125,758.6486602847596,93.0,158.6438785364661
180,180.0,551.7807006835938,750.3739419007129,104.0,156.45812339500745
181,181.0,129.21231079101562,725.527476656325,1.0,150.23979845920712
182,182.0,484.9982604980469,715.906308009994,96.0,148.07020652083884
183,183.0,482.66876220703125,706.5768061778755,104.0,146.30739826000527
184,184.0,525.049072265625,699.3156968213855,104.0,144.61510232960507
185,185.0,516.3135375976562,691.9956104524363,104.0,142.99049823642085
186,186.0,480.6070861816406,683.5400694816044,80.0,140.470878306964
187,187.0,553.3770751953125,678.3335497101526,93.0,138.57204317468543
188,188.0,542.7401733398438,672.9098146553403,93.0,136.74916144769801
189,189.0,557.0169677734375,668.2741007800641,93.0,134.99919498979008
190,190.0,1577.3773193359375,704.6382295222991,431.0,146.83922719019847
191,191.0,1580.7919921875,739.6843800289071,401.0,157.00565810259053
192,192.0,1183.1417236328125,757.4226737730633,353.0,164.8454317784869
193,193.0,1908.5341796875,803.4671340096406,488.0,177.77161450734744
194,194.0,390.00396728515625,786.9286073406612,44.0,172.42074992705352
195,195.0,768.2550048828125,786.1816632423472,143.0,171.24391992997138
196,196.0,831.3535766601562,787.9885397790596,176.0,171.4341631327725
197,197.0,1881.347900390625,831.7229142035221,522.0,185.4567966074616
198,198.0,2193.979248046875,886.2131675572563,546.0,199.87852474316313
199,199.0,964.9854736328125,889.3640598002785,249.0,201.8433837534366
200,200.0,618.8086547851562,878.5418435996735,54.0,195.92964840329913
201,201.0,1033.64794921875,884.7460878244365,249.0,198.05246246716717
202,202.0,1990.9752197265625,928.9952531005215,522.0,211.01036396848048
203,203.0,656.3551635742188,918.0896495194694,54.0,204.72994940974124
204,204.0,514.6979370117188,901.9539810191593,69.0,199.30075143335156
205,205.0,1925.5322265625,942.897110840893,522.0,212.20872137601748
206,206.0,457.57745361328125,923.4843245517885,55.0,205.92037252097677
207,207.0,558.1555786132812,908.8711747142482,54.0,199.8435576201377
208,208.0,687.3426513671875,900.0100337803658,54.0,194.00981531533216
209,209.0,2420.032958984375,960.8109507885262,588.0,209.76942270271888
210,210.0,614.5682373046875,946.9612422491725,54.0,203.53864579461012
211,211.0,566.1829833984375,931.7301118951431,54.0,197.5570999628257
212,212.0,1151.2861328125,940.5123527318374,233.0,198.97481596431265
213,213.0,476.1019592285156,921.9359369917045,59.0,193.37582332574016
214,214.0,4136.53857421875,1050.5200424807863,893.0,221.36079039271056
215,215.0,1142.774658203125,1054.2102271096799,342.0,226.18635877700214
216,216.0,1509.541015625,1072.4234586502926,300.0,229.13890442592205
217,217.0,453.9383239746094,1047.6840532632652,8.0,220.29334824888517
218,218.0,1662.9559326171875,1072.2949284374222,413.0,228.00161431892977
219,219.0,1164.944580078125,1076.0009145030501,342.0,232.56154974617257
220,220.0,505.17340087890625,1053.1678139580845,8.0,223.57908775632566
221,221.0,376.0096130371094,1026.0814859212453,8.0,214.9559242460726
222,222.0,1145.37548828125,1030.8532460156455,342.0,220.03768727622972
223,223.0,423.0094909667969,1006.5394958136915,8.0,211.55617978518052
224,224.0,1472.62548828125,1025.182935512394,413.0,219.6139325937733
225,225.0,2420.17919921875,1080.982786060648,554.0,232.98937529002237
226,226.0,457.66510009765625,1056.0500786221282,8.0,223.98980027842146
227,227.0,1478.251220703125,1072.938124305368,413.0,231.5502082672846
228,228.0,458.9228515625,1048.3775133956533,8.0,222.6081999365932
229,229.0,464.3116760253906,1025.0148799008427,8.0,214.02387193912946
230,230.0,610.5665283203125,1008.4369458376216,99.0,209.42291706156428
231,231.0,1627.7958984375,1033.2113039416167,413.0,217.5660003791017
232,232.0,431.8619079589844,1009.1573281023113,8.0,209.18336036393762
233,233.0,451.13916015625,986.8366013844688,8.0,201.1360259493801
234,234.0,1031.03369140625,988.60448498534,342.0,206.77058491140488
235,235.0,378.4449157714844,964.1981022167857,8.0,198.81976151494868
236,236.0,260.7225036621094,936.0590782745986,11.0,191.30697105435073
237,237.0,750.7674560546875,928.6474133858022,147.0,189.53469221217668
238,238.0,831.8486328125,924.7754621628701,147.0,187.8333045236896
239,239.0,839.5997924804688,921.368435375574,147.0,186.199972342742
240,240.0,193.8826446533203,892.2690037466838,11.0,179.1919734490323
241,241.0,883.4080200195312,891.9145643975976,147.0,177.904294511071
242,242.0,257.0578308105469,866.5202950541155,11.0,171.22812273062814
243,243.0,923.7386474609375,868.8090291503884,147.0,170.258997821403
244,244.0,1091.031005859375,877.6979082187478,173.0,170.36863790854687
245,245.0,263.08526611328125,853.1134025345291,11.0,163.993892392205
246,246.0,1027.4730224609375,860.0877873315854,147.0,163.31413669651678
247,247.0,1017.3328247070312,866.3775888266033,146.0,162.6215712286561
248,248.0,275.39227294921875,842.7381761915079,11.0,156.55670837950984
249,249.0,2009.055419921875,889.3908659407226,394.0,166.05444004432943
250,250.0,1597.227783203125,917.7043426312187,351.0,173.45226244255625
251,251.0,2343.9443359375,974.7539423634698,497.0,186.39417194485398
252,252.0,187.38870239257812,943.2593327646341,3.0,179.05840506705982
253,253.0,396.83367919921875,921.4023066220175,25.0,172.8960688643774
254,254.0,1585.530517578125,947.9674350602617,351.0,180.0202261098023
255,255.0,1509.580078125,970.4319407828511,351.0,186.8594170654102
256,256.0,176.28570556640625,938.6660913741933,3.0,179.5050403827938
257,257.0,1630.6922607421875,966.3471381489131,351.0,186.36483876748204
258,258.0,1591.7158203125,991.3618854354567,351.0,192.95024521678275
259,259.0,172.98731994628906,958.6269028158899,3.0,185.35223540811143
260,260.0,1587.3865966796875,983.7772905704418,351.0,191.97814599178696
261,261.0,175.01385498046875,951.4267531468428,3.0,184.41902015211548
262,262.0,829.844970703125,946.5634818490939,107.0,181.32225934603085
263,263.0,978.1083984375,947.8252785126301,132.0,179.3493689721896
264,264.0,1160.54931640625,956.3342400283749,215.0,180.775394213302
265,265.0,813.8723754882812,950.6357654467712,110.0,177.94437844476994
266,266.0,1171.0499267578125,959.4523318992128,215.0,179.42660330697913
267,267.0,1631.0723876953125,986.3171341310567,359.0,186.60953917469993
268,268.0,1550.102783203125,1008.8685600939393,359.0,193.5051576077119
269,269.0,1555.7496337890625,1030.7438030417443,359.0,200.1249513034034
270,270.0,1735.772216796875,1058.9449395919496,375.0,207.11995325126728
271,271.0,968.4046630859375,1055.3233285317092,150.0,204.8351551212166
272,272.0,1357.6806640625,1067.4176219529409,272.0,207.52174891636793
273,273.0,225.2205352783203,1033.729738485956,11.0,199.6608789597132
274,274.0,912.65869140625,1028.8868966027676,150.0,197.67444380132466
275,275.0,880.0902099609375,1022.9350291370944,150.0,195.76746604927166
276,276.0,821.0364379882812,1014.8590854911417,120.0,192.7367674073008
277,277.0,918.640380859375,1011.0103373058711,150.0,191.02729671100874
278,278.0,235.45236206054688,979.9880182960582,15.0,183.98620484256838
279,279.0,292.1044006347656,952.4726735896064,24.0,177.58675664886565
280,280.0,1891.42333984375,990.030700239772,468.0,189.20328638291102
281,281.0,727.4152221679688,979.5260811168998,159.0,187.99515492759457
282,282.0,616.5612182617188,965.0074866026926,129.0,185.6353487304908
283,283.0,1854.4952392578125,1000.5869967088973,468.0,196.92993478127116
284,284.0,2317.826416015625,1053.2765734811665,567.0,211.7327373900203
285,285.0,764.1478881835938,1041.7114260692636,159.0,209.6234278944195
286,286.0,717.630859375,1028.748203401493,159.0,207.59849077864274
287,287.0,4855.90966796875,1181.8346619841832,1104.0,243.45455114749703
288,288.0,6366.2197265625,1389.2100645673158,1266.0,284.3563691015971
289,289.0,965.9749755859375,1372.2806610080606,236.0,282.42211433753323
290,290.0,408.6232604980469,1333.73436498766,48.0,273.0452297640319
291,291.0,163.43507385253906,1286.922393342255,8.0,262.4434205734706
292,292.0,1104.09130859375,1279.6091499523147,236.0,261.38568375053177
293,293.0,1023.99365234375,1269.384530047972,236.0,260.3702564005105
294,294.0,375.3780212402344,1233.6242696956624,35.0,251.35544614449012
295,295.0,986.91943359375,1223.756076251586,236.0,250.7412282987105
296,296.0,398.1609191894531,1190.7322699691003,48.0,242.63157916676207
297,297.0,1038.90234375,1184.6590729203363,236.0,242.36631600009156
298,298.0,953.9825439453125,1175.4320117613352,236.0,242.11166336008787
299,299.0,989.7733154296875,1168.0056639080692,236.0,241.86719682568435
300,300.0,1075.267578125,1164.2961404767464,236.0,241.63250895265696
301,301.0,1222.07177734375,1166.6071659514266,236.0,241.40720859455067
302,302.0,381.790771484375,1135.2145101727444,48.0,233.67092025076863
303,303.0,384.6980285644531,1105.1938509084127,48.0,226.24408344073785
304,304.0,449.0882263183594,1078.9496259248106,72.0,220.07432010310833
305,305.0,394.4580993652344,1051.5699648624275,48.0,213.19134729898397
306,306.0,406.8395690917969,1025.7807490316022,56.0,206.9036934070246
307,307.0,373.874267578125,999.7044897734631,48.0,200.5475456707436
308,308.0,404.4999694824219,975.8963089618214,48.0,194.44564384391384
309,309.0,1015.7463989257812,977.4903125603798,236.0,196.10781809015728
310,310.0,379.0899353027344,953.5542974700741,48.0,190.18350536655097
311,311.0,388.700927734375,930.960162680646,48.0,184.4961651518889
312,312.0,404.3604736328125,909.8961751187327,56.0,179.35631854581334
313,313.0,329.6011047363281,886.6843723034365,18.0,172.9020658039808
314,314.0,311.31292724609375,863.6695145011427,56.0,168.22598317182158
315,315.0,393.9234313964844,844.8796711769563,44.0,163.2569438449487
316,316.0,376.4107666015625,826.1409149939406,48.0,158.64666609115073
317,317.0,411.51727294921875,809.5559693121517,56.0,154.5407994475047
318,318.0,410.4877624511719,793.5932410377125,56.0,150.5991674696045
319,319.0,355.6246643066406,776.0744979684696,33.0,145.8952007708203
320,320.0,256.5621337890625,755.2940034012933,14.0,140.6193927399875
321,321.0,408.1417541503906,741.407913431257,56.0,137.234617030388
322,322.0,409.6856689453125,728.1390236518192,56.0,133.9852323491725
323,323.0,353.12445068359375,713.1384407330902,25.0,129.6258230552056
324,324.0,465.916259765625,703.2495534943916,72.0,127.32079013299736
325,325.0,393.3183898925781,690.8523069503191,15.0,122.82795852767745
326,326.0,449.5661315917969,681.2008599359782,72.0,120.79484018657034
327,327.0,364.8603820800781,668.5472408217422,60.0,118.36304657910753
328,328.0,451.6552429199219,659.8715609056693,72.0,116.50852471594322
329,329.0,417.3294677734375,650.1698771803799,72.0,114.72818372730549
330,330.0,407.6781921386719,640.4702097787116,72.0,113.01905637821326
331,331.0,442.6188659667969,632.5561560262349,72.0,111.37829412308473
332,332.0,562.3577880859375,629.7482213086231,155.0,113.12316235816134
333,333.0,418.3910827636719,621.293935766825,72.0,111.47823586383488
334,334.0,386.29083251953125,611.8938116369333,42.0,108.69910642928149
335,335.0,449.43389892578125,605.3954151284871,155.0,110.55114217211022
336,336.0,624.3477783203125,606.1535096561602,108.0,110.4490964852258
337,337.0,558.2611694335938,604.2378160472574,155.0,112.23113262581676
338,338.0,468.545654296875,598.8101295772422,69.0,110.50188732078409
339,339.0,469.8618469238281,593.6521982711056,155.0,112.28181182795272
340,340.0,596.7447509765625,593.7759003793238,155.0,113.99053935483461
341,341.0,418.71710205078125,586.7735484461821,36.0,110.87091778064122
342,342.0,608.1316528320312,587.627872621616,155.0,112.63608106941557
343,343.0,327.8131408691406,577.235283351517,42.0,109.81063782663895
344,344.0,579.5438842773438,577.32762738855,155.0,111.6182123135734
345,345.0,365.7166748046875,568.8631892851955,24.0,108.11348382103044
346,346.0,593.20751953125,569.8369624950377,155.0,109.98894446818922
347,347.0,355.6598815917969,561.2698792589081,42.0,107.26938668946165
348,348.0,330.1360168457031,552.0245247623799,42.0,104.65861122188319
349,349.0,315.5706481933594,542.5663696996191,42.0,102.15226677300787
350,350.0,439.2071228027344,538.4319998237437,155.0,104.26617610208756
351,351.0,333.87347412109375,530.2496587956377,42.0,101.77552905800405
352,352.0,339.0994873046875,522.6036519359997,42.0,99.3845078956839
353,353.0,766.7903442382812,532.3711196280909,126.0,100.44912757985654
354,354.0,316.3301086425781,523.7294791886704,42.0,98.11116247666227
355,355.0,421.0942687988281,519.6240707730767,48.0,96.10671597759578
356,356.0,183.0423126220703,506.1608004470365,3.0,92.38244733849196
357,357.0,203.2236785888672,494.0433155727097,11.0,89.12714944495227
358,358.0,461.8875732421875,492.7570858794887,69.0,88.32206346715418
359,359.0,321.87982177734375,485.9219953154029,42.0,86.46918092846802
360,360.0,354.42462158203125,480.662100366068,33.0,84.33041369132928
361,361.0,438.94378662109375,478.99336781626903,69.0,83.71719714367612
362,362.0,353.5146789550781,473.97422026182136,24.0,81.32850925792906
363,363.0,447.825927734375,472.9282885607235,69.0,80.83536888761189
364,364.0,59.0590705871582,456.3735198417809,-5.0,77.4019541321074
365,365.0,471.3202819824219,456.9713903274065,69.0,77.06587596682311
366,366.0,124.5450668334961,443.6743373876501,2.0,74.06324092815018
367,367.0,451.52581787109375,443.9883966069878,69.0,73.86071129102417
368,368.0,167.83981323242188,432.94245327200514,3.0,71.02628283938321
369,369.0,289.4829406738281,427.20407276807805,-3.0,68.06523152580787
370,370.0,434.343017578125,427.4896305604799,69.0,68.10262226477556
371,371.0,168.21978759765625,417.1188368419669,3.0,65.49851737418454
372,372.0,266.6581115722656,411.1004078311788,26.0,63.91857667921716
373,373.0,353.93780517578125,408.81390372496287,24.0,62.32183361204847
374,374.0,455.7912292480469,410.6929967458862,69.0,62.58896026756653
375,375.0,241.69956970214844,403.9332596641367,11.0,60.52540185686386
376,376.0,234.54656982421875,397.15779207054,11.0,58.5443857825893
377,377.0,356.7976379394531,395.54338590529653,24.0,57.16261035128573
378,378.0,311.18267822265625,392.16895759799087,24.0,55.8361059372343
379,379.0,448.2672119140625,394.41288777063374,69.0,56.362661699744926
380,380.0,243.89828491210938,388.3923036562927,14.0,54.66815523175513
381,381.0,631.8533325195312,398.13074481082225,92.0,56.161429022484924
382,382.0,237.79476928710938,391.7173057898737,11.0,54.354971861585526
383,383.0,412.80218505859375,392.5607009606225,48.0,54.100772987122106
384,384.0,299.11285400390625,388.82278708235384,-3.0,51.81674206763722
385,385.0,192.18179321289062,380.9571473275753,14.0,50.304072384931736
386,386.0,367.0978698730469,380.40277622939414,45.0,50.09190948953446
387,387.0,387.0874328613281,380.6701624946715,48.0,50.00823310995308
388,388.0,261.4000549316406,375.89935819215026,26.0,49.04790378555496
389,389.0,625.1373901367188,385.868879469933,95.0,50.88598763413275
390,390.0,632.63623046875,395.73957350988564,95.0,52.65054812876744
391,391.0,302.7007751464844,392.0180215753496,33.0,51.86452620361674
392,392.0,287.41668701171875,387.8339681928044,33.0,51.10994515547207
393,393.0,366.5802307128906,386.98381869360776,48.0,50.98554734925319
394,394.0,246.32138061523438,381.3573211704728,26.0,49.98612545528306
395,395.0,295.98992919921875,377.9426254916226,33.0,49.30668043707173
396,396.0,239.54661560058594,372.4067850959811,26.0,48.37441321958886
397,397.0,630.1622314453125,382.71700294995435,95.0,50.2394366908053
398,398.0,237.2791748046875,376.8994898241437,26.0,49.269859223173086
399,399.0,227.63064575195312,370.928736061256,26.0,48.33906485424616
400,400.0,519.124267578125,376.8565573219308,74.0,49.36550226007631
401,401.0,643.6970825195312,387.5301783298348,139.0,52.95088216967326
402,402.0,244.78524780273438,381.8203811087508,26.0,51.87284688288632
403,403.0,303.800048828125,378.69956781752575,33.0,51.11793300757087
404,404.0,236.06109619140625,372.99402895248096,26.0,50.11321568726803
405,405.0,229.9707794189453,367.2730989711395,26.0,49.14868705977731
406,406.0,363.70428466796875,367.1303463990127,47.0,49.06273957738622
407,407.0,682.27099609375,379.7359723868022,174.0,54.060229994290765
408,408.0,1394.6514892578125,420.33259306164257,434.0,69.25782079451913
409,409.0,1475.296875,462.5311643391768,434.0,83.84750796273836
410,410.0,1479.6494140625,503.21589432810975,434.0,97.85360764422883
